"","state","population","date","month","cumulative.death.cases","death.cases","cumulative.confirmed.cases","confirmed.cases"
"92","ALABAMA",4903185,2020-04-22,"April",196,13,5593,276
"93","ALABAMA",4903185,2020-04-23,"April",202,6,5832,239
"94","ALABAMA",4903185,2020-04-24,"April",209,7,6026,194
"95","ALABAMA",4903185,2020-04-25,"April",209,0,6026,0
"96","ALABAMA",4903185,2020-04-26,"April",219,10,6421,395
"97","ALABAMA",4903185,2020-04-27,"April",228,9,6539,118
"98","ALABAMA",4903185,2020-04-28,"April",242,14,6750,211
"99","ALABAMA",4903185,2020-04-29,"April",256,14,6912,162
"100","ALABAMA",4903185,2020-04-30,"April",272,16,7088,176
"101","ALABAMA",4903185,2020-05-01,"May",289,17,7294,206
"102","ALABAMA",4903185,2020-05-02,"May",288,-1,7611,317
"103","ALABAMA",4903185,2020-05-03,"May",290,2,7888,277
"104","ALABAMA",4903185,2020-05-04,"May",298,8,8112,224
"105","ALABAMA",4903185,2020-05-05,"May",315,17,8437,325
"106","ALABAMA",4903185,2020-05-06,"May",343,28,8691,254
"107","ALABAMA",4903185,2020-05-07,"May",369,26,9046,355
"108","ALABAMA",4903185,2020-05-08,"May",383,14,9385,339
"109","ALABAMA",4903185,2020-05-09,"May",390,7,9668,283
"110","ALABAMA",4903185,2020-05-10,"May",393,3,9889,221
"111","ALABAMA",4903185,2020-05-11,"May",403,10,10164,275
"112","ALABAMA",4903185,2020-05-12,"May",435,32,10464,300
"113","ALABAMA",4903185,2020-05-13,"May",450,15,10700,236
"114","ALABAMA",4903185,2020-05-14,"May",473,23,11101,401
"115","ALABAMA",4903185,2020-05-15,"May",483,10,11373,272
"116","ALABAMA",4903185,2020-05-16,"May",485,2,11674,301
"117","ALABAMA",4903185,2020-05-17,"May",488,3,11771,97
"118","ALABAMA",4903185,2020-05-18,"May",489,1,12086,315
"119","ALABAMA",4903185,2020-05-19,"May",504,15,12376,290
"120","ALABAMA",4903185,2020-05-20,"May",522,18,13052,676
"121","ALABAMA",4903185,2020-05-21,"May",529,7,13288,236
"122","ALABAMA",4903185,2020-05-22,"May",541,12,13670,382
"123","ALABAMA",4903185,2020-05-23,"May",549,8,14117,447
"124","ALABAMA",4903185,2020-05-24,"May",551,2,14478,361
"125","ALABAMA",4903185,2020-05-25,"May",566,15,14986,508
"126","ALABAMA",4903185,2020-05-26,"May",580,14,15650,664
"127","ALABAMA",4903185,2020-05-27,"May",583,3,16032,382
"128","ALABAMA",4903185,2020-05-28,"May",591,8,16530,498
"129","ALABAMA",4903185,2020-05-29,"May",610,19,17031,501
"130","ALABAMA",4903185,2020-05-30,"May",618,8,17359,328
"131","ALABAMA",4903185,2020-05-31,"May",630,12,17952,593
"132","ALABAMA",4903185,2020-06-01,"June",646,16,18630,678
"133","ALABAMA",4903185,2020-06-02,"June",653,7,18766,136
"134","ALABAMA",4903185,2020-06-03,"June",653,0,18851,85
"135","ALABAMA",4903185,2020-06-04,"June",653,0,19072,221
"136","ALABAMA",4903185,2020-06-05,"June",676,23,19387,315
"137","ALABAMA",4903185,2020-06-06,"June",689,13,20043,656
"138","ALABAMA",4903185,2020-06-07,"June",692,3,20500,457
"139","ALABAMA",4903185,2020-06-08,"June",718,26,20925,425
"140","ALABAMA",4903185,2020-06-09,"June",729,11,21422,497
"141","ALABAMA",4903185,2020-06-10,"June",744,15,21989,567
"142","ALABAMA",4903185,2020-06-11,"June",755,11,22845,856
"143","ALABAMA",4903185,2020-06-12,"June",769,14,23710,865
"144","ALABAMA",4903185,2020-06-13,"June",773,4,24601,891
"145","ALABAMA",4903185,2020-06-14,"June",773,0,25615,1014
"146","ALABAMA",4903185,2020-06-15,"June",774,1,26272,657
"147","ALABAMA",4903185,2020-06-16,"June",785,11,26912,640
"148","ALABAMA",4903185,2020-06-17,"June",790,5,27312,400
"149","ALABAMA",4903185,2020-06-18,"June",810,20,28206,894
"150","ALABAMA",4903185,2020-06-19,"June",822,12,29002,796
"151","ALABAMA",4903185,2020-06-20,"June",838,16,29549,547
"152","ALABAMA",4903185,2020-06-21,"June",839,1,30021,472
"153","ALABAMA",4903185,2020-06-22,"June",841,2,30454,433
"154","ALABAMA",4903185,2020-06-23,"June",864,23,31097,643
"155","ALABAMA",4903185,2020-06-24,"June",891,27,32064,967
"156","ALABAMA",4903185,2020-06-25,"June",896,5,33206,1142
"157","ALABAMA",4903185,2020-06-26,"June",907,11,34183,977
"158","ALABAMA",4903185,2020-06-27,"June",919,12,35083,900
"159","ALABAMA",4903185,2020-06-28,"June",919,0,35441,358
"160","ALABAMA",4903185,2020-06-29,"June",929,10,37175,1734
"161","ALABAMA",4903185,2020-06-30,"June",950,21,38045,870
"162","ALABAMA",4903185,2020-07-01,"July",972,22,38962,917
"163","ALABAMA",4903185,2020-07-02,"July",985,13,40111,1149
"164","ALABAMA",4903185,2020-07-03,"July",1006,21,41865,1754
"165","ALABAMA",4903185,2020-07-04,"July",1007,1,42862,997
"166","ALABAMA",4903185,2020-07-05,"July",1007,0,43953,1091
"167","ALABAMA",4903185,2020-07-06,"July",1007,0,44878,925
"168","ALABAMA",4903185,2020-07-07,"July",1033,26,45785,907
"169","ALABAMA",4903185,2020-07-08,"July",1058,25,46962,1177
"170","ALABAMA",4903185,2020-07-09,"July",1068,10,49174,2212
"171","ALABAMA",4903185,2020-07-10,"July",1104,36,50508,1334
"172","ALABAMA",4903185,2020-07-11,"July",1114,10,51947,1439
"173","ALABAMA",4903185,2020-07-12,"July",1121,7,53587,1640
"174","ALABAMA",4903185,2020-07-13,"July",1124,3,55545,1958
"175","ALABAMA",4903185,2020-07-14,"July",1164,40,57255,1710
"176","ALABAMA",4903185,2020-07-15,"July",1211,47,59067,1812
"177","ALABAMA",4903185,2020-07-16,"July",1230,19,61088,2021
"178","ALABAMA",4903185,2020-07-17,"July",1265,35,63091,2003
"179","ALABAMA",4903185,2020-07-18,"July",1286,21,65234,2143
"180","ALABAMA",4903185,2020-07-19,"July",1287,1,67011,1777
"181","ALABAMA",4903185,2020-07-20,"July",1291,4,68891,1880
"182","ALABAMA",4903185,2020-07-21,"July",1303,12,70358,1467
"183","ALABAMA",4903185,2020-07-22,"July",1364,61,71813,1455
"184","ALABAMA",4903185,2020-07-23,"July",1397,33,74212,2399
"185","ALABAMA",4903185,2020-07-24,"July",1438,41,76005,1793
"186","ALABAMA",4903185,2020-07-25,"July",1456,18,78130,2125
"187","ALABAMA",4903185,2020-07-26,"July",1473,17,79294,1164
"188","ALABAMA",4903185,2020-07-27,"July",1491,18,81115,1821
"189","ALABAMA",4903185,2020-07-28,"July",1491,0,82366,1251
"190","ALABAMA",4903185,2020-07-29,"July",1538,47,83782,1416
"191","ALABAMA",4903185,2020-07-30,"July",1565,27,85762,1980
"192","ALABAMA",4903185,2020-07-31,"July",1580,15,87723,1961
"193","ALABAMA",4903185,2020-08-01,"August",1603,23,89349,1626
"194","ALABAMA",4903185,2020-08-02,"August",1627,24,91444,2095
"195","ALABAMA",4903185,2020-08-03,"August",1633,6,92661,1217
"196","ALABAMA",4903185,2020-08-04,"August",1666,33,93702,1041
"197","ALABAMA",4903185,2020-08-05,"August",1695,29,94654,952
"198","ALABAMA",4903185,2020-08-06,"August",1714,19,96592,1938
"199","ALABAMA",4903185,2020-08-07,"August",1735,21,98301,1709
"200","ALABAMA",4903185,2020-08-08,"August",1755,20,100173,1872
"201","ALABAMA",4903185,2020-08-09,"August",1768,13,101334,1161
"202","ALABAMA",4903185,2020-08-10,"August",1797,29,103020,1686
"203","ALABAMA",4903185,2020-08-11,"August",1847,50,103851,831
"204","ALABAMA",4903185,2020-08-12,"August",1882,35,104786,935
"205","ALABAMA",4903185,2020-08-13,"August",1890,8,105557,771
"206","ALABAMA",4903185,2020-08-14,"August",1893,3,106309,752
"207","ALABAMA",4903185,2020-08-15,"August",1896,3,107580,1271
"208","ALABAMA",4903185,2020-08-16,"August",1898,2,108433,853
"209","ALABAMA",4903185,2020-08-17,"August",1925,27,109004,571
"210","ALABAMA",4903185,2020-08-18,"August",1936,11,110361,1357
"211","ALABAMA",4903185,2020-08-19,"August",1944,8,111478,1117
"212","ALABAMA",4903185,2020-08-20,"August",1974,30,112449,971
"213","ALABAMA",4903185,2020-08-21,"August",1996,22,113632,1183
"214","ALABAMA",4903185,2020-08-22,"August",2011,15,114532,900
"215","ALABAMA",4903185,2020-08-23,"August",2013,2,115060,528
"216","ALABAMA",4903185,2020-08-24,"August",2024,11,116710,1650
"217","ALABAMA",4903185,2020-08-25,"August",2037,13,117242,532
"218","ALABAMA",4903185,2020-08-26,"August",2045,8,119254,2012
"219","ALABAMA",4903185,2020-08-27,"August",2076,31,121023,1769
"220","ALABAMA",4903185,2020-08-28,"August",2107,31,122185,1162
"221","ALABAMA",4903185,2020-08-29,"August",2152,45,123889,1704
"222","ALABAMA",4903185,2020-08-30,"August",2162,10,125235,1346
"223","ALABAMA",4903185,2020-08-31,"August",2182,20,126058,823
"224","ALABAMA",4903185,2020-09-01,"September",2200,18,127616,1558
"225","ALABAMA",4903185,2020-09-02,"September",2217,17,128239,623
"226","ALABAMA",4903185,2020-09-03,"September",2233,16,129285,1046
"227","ALABAMA",4903185,2020-09-04,"September",2266,33,130393,1108
"228","ALABAMA",4903185,2020-09-05,"September",2275,9,131803,1410
"229","ALABAMA",4903185,2020-09-06,"September",2276,1,132314,511
"230","ALABAMA",4903185,2020-09-07,"September",2276,0,132973,659
"231","ALABAMA",4903185,2020-09-08,"September",2277,1,133606,633
"232","ALABAMA",4903185,2020-09-09,"September",2285,8,134417,811
"233","ALABAMA",4903185,2020-09-10,"September",2301,16,135565,1148
"234","ALABAMA",4903185,2020-09-11,"September",2333,32,136703,1138
"235","ALABAMA",4903185,2020-09-12,"September",2350,17,137646,943
"236","ALABAMA",4903185,2020-09-13,"September",2351,1,138755,1109
"237","ALABAMA",4903185,2020-09-14,"September",2355,4,139459,704
"238","ALABAMA",4903185,2020-09-15,"September",2387,32,140160,701
"239","ALABAMA",4903185,2020-09-16,"September",2392,5,141087,927
"240","ALABAMA",4903185,2020-09-17,"September",2401,9,141757,670
"241","ALABAMA",4903185,2020-09-18,"September",2428,27,142863,1106
"242","ALABAMA",4903185,2020-09-19,"September",2437,9,144164,1301
"243","ALABAMA",4903185,2020-09-20,"September",2437,0,144962,798
"244","ALABAMA",4903185,2020-09-21,"September",2439,2,145780,818
"245","ALABAMA",4903185,2020-09-22,"September",2457,18,146584,804
"246","ALABAMA",4903185,2020-09-23,"September",2488,31,147153,569
"247","ALABAMA",4903185,2020-09-24,"September",2506,18,148206,1053
"248","ALABAMA",4903185,2020-09-25,"September",2491,-15,150658,2452
"249","ALABAMA",4903185,2020-09-26,"September",2501,10,151591,933
"250","ALABAMA",4903185,2020-09-27,"September",2501,0,152321,730
"251","ALABAMA",4903185,2020-09-28,"September",2501,0,152983,662
"252","ALABAMA",4903185,2020-09-29,"September",2517,16,153554,571
"253","ALABAMA",4903185,2020-09-30,"September",2540,23,154701,1147
"254","ALABAMA",4903185,2020-10-01,"October",2548,8,155744,1043
"255","ALABAMA",4903185,2020-10-02,"October",2550,2,156698,954
"256","ALABAMA",4903185,2020-10-03,"October",2558,8,158380,1682
"257","ALABAMA",4903185,2020-10-04,"October",2558,0,159169,789
"258","ALABAMA",4903185,2020-10-05,"October",2559,1,159713,544
"259","ALABAMA",4903185,2020-10-06,"October",2580,21,160477,764
"260","ALABAMA",4903185,2020-10-07,"October",2601,21,161418,941
"261","ALABAMA",4903185,2020-10-08,"October",2637,36,161975,557
"262","ALABAMA",4903185,2020-10-09,"October",2653,16,163465,1490
"263","ALABAMA",4903185,2020-10-10,"October",2664,11,164526,1061
"264","ALABAMA",4903185,2020-10-11,"October",2664,0,165342,816
"265","ALABAMA",4903185,2020-10-12,"October",2665,1,166076,734
"266","ALABAMA",4903185,2020-10-13,"October",2665,0,167193,1117
"267","ALABAMA",4903185,2020-10-14,"October",2706,41,167977,784
"268","ALABAMA",4903185,2020-10-15,"October",2756,50,169162,1185
"269","ALABAMA",4903185,2020-10-16,"October",2786,30,170374,1212
"270","ALABAMA",4903185,2020-10-17,"October",2788,2,171662,1288
"271","ALABAMA",4903185,2020-10-18,"October",2788,0,172626,964
"272","ALABAMA",4903185,2020-10-19,"October",2789,1,173485,859
"273","ALABAMA",4903185,2020-10-20,"October",2805,16,174528,1043
"274","ALABAMA",4903185,2020-10-21,"October",2828,23,175674,1146
"275","ALABAMA",4903185,2020-10-22,"October",2843,15,177064,1390
"276","ALABAMA",4903185,2020-10-23,"October",2859,16,180916,3852
"277","ALABAMA",4903185,2020-10-24,"October",2866,7,183276,2360
"278","ALASKA",731545,2020-01-22,"January",0,0,0,0
"279","ALASKA",731545,2020-01-23,"January",0,0,0,0
"280","ALASKA",731545,2020-01-24,"January",0,0,0,0
"281","ALASKA",731545,2020-01-25,"January",0,0,0,0
"282","ALASKA",731545,2020-01-26,"January",0,0,0,0
"283","ALASKA",731545,2020-01-27,"January",0,0,0,0
"284","ALASKA",731545,2020-01-28,"January",0,0,0,0
"285","ALASKA",731545,2020-01-29,"January",0,0,0,0
"286","ALASKA",731545,2020-01-30,"January",0,0,0,0
"287","ALASKA",731545,2020-01-31,"January",0,0,0,0
"288","ALASKA",731545,2020-02-01,"February",0,0,0,0
"289","ALASKA",731545,2020-02-02,"February",0,0,0,0
"290","ALASKA",731545,2020-02-03,"February",0,0,0,0
"291","ALASKA",731545,2020-02-04,"February",0,0,0,0
"292","ALASKA",731545,2020-02-05,"February",0,0,0,0
"293","ALASKA",731545,2020-02-06,"February",0,0,0,0
"294","ALASKA",731545,2020-02-07,"February",0,0,0,0
"295","ALASKA",731545,2020-02-08,"February",0,0,0,0
"296","ALASKA",731545,2020-02-09,"February",0,0,0,0
"297","ALASKA",731545,2020-02-10,"February",0,0,0,0
"298","ALASKA",731545,2020-02-11,"February",0,0,0,0
"299","ALASKA",731545,2020-02-12,"February",0,0,0,0
"300","ALASKA",731545,2020-02-13,"February",0,0,0,0
"301","ALASKA",731545,2020-02-14,"February",0,0,0,0
"302","ALASKA",731545,2020-02-15,"February",0,0,0,0
"303","ALASKA",731545,2020-02-16,"February",0,0,0,0
"304","ALASKA",731545,2020-02-17,"February",0,0,0,0
"305","ALASKA",731545,2020-02-18,"February",0,0,0,0
"306","ALASKA",731545,2020-02-19,"February",0,0,0,0
"307","ALASKA",731545,2020-02-20,"February",0,0,0,0
"308","ALASKA",731545,2020-02-21,"February",0,0,0,0
"309","ALASKA",731545,2020-02-22,"February",0,0,0,0
"310","ALASKA",731545,2020-02-23,"February",0,0,0,0
"311","ALASKA",731545,2020-02-24,"February",0,0,0,0
"312","ALASKA",731545,2020-02-25,"February",0,0,0,0
"313","ALASKA",731545,2020-02-26,"February",0,0,0,0
"314","ALASKA",731545,2020-02-27,"February",0,0,0,0
"315","ALASKA",731545,2020-02-28,"February",0,0,0,0
"316","ALASKA",731545,2020-02-29,"February",0,0,0,0
"317","ALASKA",731545,2020-03-01,"March",0,0,0,0
"318","ALASKA",731545,2020-03-02,"March",0,0,0,0
"319","ALASKA",731545,2020-03-03,"March",0,0,0,0
"320","ALASKA",731545,2020-03-04,"March",0,0,0,0
"321","ALASKA",731545,2020-03-05,"March",0,0,0,0
"322","ALASKA",731545,2020-03-06,"March",0,0,0,0
"323","ALASKA",731545,2020-03-07,"March",0,0,0,0
"324","ALASKA",731545,2020-03-08,"March",0,0,0,0
"325","ALASKA",731545,2020-03-09,"March",0,0,0,0
"326","ALASKA",731545,2020-03-10,"March",0,0,0,0
"327","ALASKA",731545,2020-03-11,"March",0,0,0,0
"328","ALASKA",731545,2020-03-12,"March",0,0,0,0
"329","ALASKA",731545,2020-03-13,"March",0,0,1,1
"330","ALASKA",731545,2020-03-14,"March",0,0,1,0
"331","ALASKA",731545,2020-03-15,"March",0,0,1,0
"332","ALASKA",731545,2020-03-16,"March",0,0,1,0
"333","ALASKA",731545,2020-03-17,"March",0,0,3,2
"334","ALASKA",731545,2020-03-18,"March",0,0,5,2
"335","ALASKA",731545,2020-03-19,"March",0,0,8,3
"336","ALASKA",731545,2020-03-20,"March",0,0,11,3
"337","ALASKA",731545,2020-03-21,"March",0,0,13,2
"338","ALASKA",731545,2020-03-22,"March",0,0,18,5
"339","ALASKA",731545,2020-03-23,"March",0,0,30,12
"340","ALASKA",731545,2020-03-24,"March",0,0,34,4
"341","ALASKA",731545,2020-03-25,"March",1,1,41,7
"342","ALASKA",731545,2020-03-26,"March",1,0,56,15
"343","ALASKA",731545,2020-03-27,"March",1,0,58,2
"344","ALASKA",731545,2020-03-28,"March",2,1,85,27
"345","ALASKA",731545,2020-03-29,"March",2,0,102,17
"346","ALASKA",731545,2020-03-30,"March",3,1,114,12
"347","ALASKA",731545,2020-03-31,"March",3,0,119,5
"348","ALASKA",731545,2020-04-01,"April",3,0,132,13
"349","ALASKA",731545,2020-04-02,"April",3,0,143,11
"350","ALASKA",731545,2020-04-03,"April",3,0,157,14
"351","ALASKA",731545,2020-04-04,"April",5,2,171,14
"352","ALASKA",731545,2020-04-05,"April",6,1,185,14
"353","ALASKA",731545,2020-04-06,"April",6,0,190,5
"354","ALASKA",731545,2020-04-07,"April",6,0,213,23
"355","ALASKA",731545,2020-04-08,"April",7,1,226,13
"356","ALASKA",731545,2020-04-09,"April",7,0,235,9
"357","ALASKA",731545,2020-04-10,"April",7,0,246,11
"358","ALASKA",731545,2020-04-11,"April",8,1,257,11
"359","ALASKA",731545,2020-04-12,"April",8,0,272,15
"360","ALASKA",731545,2020-04-13,"April",8,0,277,5
"361","ALASKA",731545,2020-04-14,"April",9,1,285,8
"362","ALASKA",731545,2020-04-15,"April",9,0,293,8
"363","ALASKA",731545,2020-04-16,"April",9,0,300,7
"364","ALASKA",731545,2020-04-17,"April",9,0,309,9
"365","ALASKA",731545,2020-04-18,"April",9,0,314,5
"366","ALASKA",731545,2020-04-19,"April",9,0,319,5
"367","ALASKA",731545,2020-04-20,"April",9,0,321,2
"368","ALASKA",731545,2020-04-21,"April",9,0,329,8
"369","ALASKA",731545,2020-04-22,"April",9,0,335,6
"370","ALASKA",731545,2020-04-23,"April",9,0,337,2
"371","ALASKA",731545,2020-04-24,"April",9,0,339,2
"372","ALASKA",731545,2020-04-25,"April",9,0,339,0
"373","ALASKA",731545,2020-04-26,"April",9,0,340,1
"374","ALASKA",731545,2020-04-27,"April",9,0,345,5
"375","ALASKA",731545,2020-04-28,"April",9,0,351,6
"376","ALASKA",731545,2020-04-29,"April",9,0,355,4
"377","ALASKA",731545,2020-04-30,"April",9,0,355,0
"378","ALASKA",731545,2020-05-01,"May",9,0,364,9
"379","ALASKA",731545,2020-05-02,"May",9,0,365,1
"380","ALASKA",731545,2020-05-03,"May",9,0,368,3
"381","ALASKA",731545,2020-05-04,"May",9,0,370,2
"382","ALASKA",731545,2020-05-05,"May",9,0,371,1
"383","ALASKA",731545,2020-05-06,"May",10,1,372,1
"384","ALASKA",731545,2020-05-07,"May",10,0,374,2
"385","ALASKA",731545,2020-05-08,"May",10,0,377,3
"386","ALASKA",731545,2020-05-09,"May",10,0,378,1
"387","ALASKA",731545,2020-05-10,"May",10,0,379,1
"388","ALASKA",731545,2020-05-11,"May",10,0,379,0
"389","ALASKA",731545,2020-05-12,"May",10,0,383,4
"390","ALASKA",731545,2020-05-13,"May",10,0,383,0
"391","ALASKA",731545,2020-05-14,"May",10,0,383,0
"392","ALASKA",731545,2020-05-15,"May",10,0,388,5
"393","ALASKA",731545,2020-05-16,"May",10,0,388,0
"394","ALASKA",731545,2020-05-17,"May",10,0,388,0
"395","ALASKA",731545,2020-05-18,"May",10,0,388,0
"396","ALASKA",731545,2020-05-19,"May",10,0,400,12
"397","ALASKA",731545,2020-05-20,"May",10,0,401,1
"398","ALASKA",731545,2020-05-21,"May",10,0,401,0
"399","ALASKA",731545,2020-05-22,"May",10,0,403,2
"400","ALASKA",731545,2020-05-23,"May",10,0,407,4
"401","ALASKA",731545,2020-05-24,"May",10,0,407,0
"402","ALASKA",731545,2020-05-25,"May",10,0,408,1
"403","ALASKA",731545,2020-05-26,"May",10,0,410,2
"404","ALASKA",731545,2020-05-27,"May",10,0,411,1
"405","ALASKA",731545,2020-05-28,"May",10,0,424,13
"406","ALASKA",731545,2020-05-29,"May",10,0,429,5
"407","ALASKA",731545,2020-05-30,"May",10,0,433,4
"408","ALASKA",731545,2020-05-31,"May",10,0,459,26
"409","ALASKA",731545,2020-06-01,"June",10,0,466,7
"410","ALASKA",731545,2020-06-02,"June",10,0,486,20
"411","ALASKA",731545,2020-06-03,"June",10,0,504,18
"412","ALASKA",731545,2020-06-04,"June",10,0,512,8
"413","ALASKA",731545,2020-06-05,"June",10,0,523,11
"414","ALASKA",731545,2020-06-06,"June",10,0,535,12
"415","ALASKA",731545,2020-06-07,"June",10,0,543,8
"416","ALASKA",731545,2020-06-08,"June",10,0,562,19
"417","ALASKA",731545,2020-06-09,"June",11,1,572,10
"418","ALASKA",731545,2020-06-10,"June",11,0,592,20
"419","ALASKA",731545,2020-06-11,"June",11,0,609,17
"420","ALASKA",731545,2020-06-12,"June",12,1,624,15
"421","ALASKA",731545,2020-06-13,"June",12,0,653,29
"422","ALASKA",731545,2020-06-14,"June",12,0,660,7
"423","ALASKA",731545,2020-06-15,"June",12,0,663,3
"424","ALASKA",731545,2020-06-16,"June",12,0,675,12
"425","ALASKA",731545,2020-06-17,"June",12,0,695,20
"426","ALASKA",731545,2020-06-18,"June",12,0,707,12
"427","ALASKA",731545,2020-06-19,"June",12,0,720,13
"428","ALASKA",731545,2020-06-20,"June",12,0,741,21
"429","ALASKA",731545,2020-06-21,"June",12,0,752,11
"430","ALASKA",731545,2020-06-22,"June",12,0,758,6
"431","ALASKA",731545,2020-06-23,"June",12,0,760,2
