"","state","population","date","month","cumulative.death.cases","death.cases","cumulative.confirmed.cases","confirmed.cases"
"4428","IOWA",3155070,2020-10-20,"October",1576,28,109202,1142
"4429","IOWA",3155070,2020-10-21,"October",1594,18,110250,1048
"4430","IOWA",3155070,2020-10-22,"October",1601,7,111733,1483
"4431","IOWA",3155070,2020-10-23,"October",1629,28,113376,1643
"4432","IOWA",3155070,2020-10-24,"October",1634,5,114836,1460
"4433","KANSAS",2913314,2020-01-22,"January",0,0,0,0
"4434","KANSAS",2913314,2020-01-23,"January",0,0,0,0
"4435","KANSAS",2913314,2020-01-24,"January",0,0,0,0
"4436","KANSAS",2913314,2020-01-25,"January",0,0,0,0
"4437","KANSAS",2913314,2020-01-26,"January",0,0,0,0
"4438","KANSAS",2913314,2020-01-27,"January",0,0,0,0
"4439","KANSAS",2913314,2020-01-28,"January",0,0,0,0
"4440","KANSAS",2913314,2020-01-29,"January",0,0,0,0
"4441","KANSAS",2913314,2020-01-30,"January",0,0,0,0
"4442","KANSAS",2913314,2020-01-31,"January",0,0,0,0
"4443","KANSAS",2913314,2020-02-01,"February",0,0,0,0
"4444","KANSAS",2913314,2020-02-02,"February",0,0,0,0
"4445","KANSAS",2913314,2020-02-03,"February",0,0,0,0
"4446","KANSAS",2913314,2020-02-04,"February",0,0,0,0
"4447","KANSAS",2913314,2020-02-05,"February",0,0,0,0
"4448","KANSAS",2913314,2020-02-06,"February",0,0,0,0
"4449","KANSAS",2913314,2020-02-07,"February",0,0,0,0
"4450","KANSAS",2913314,2020-02-08,"February",0,0,0,0
"4451","KANSAS",2913314,2020-02-09,"February",0,0,0,0
"4452","KANSAS",2913314,2020-02-10,"February",0,0,0,0
"4453","KANSAS",2913314,2020-02-11,"February",0,0,0,0
"4454","KANSAS",2913314,2020-02-12,"February",0,0,0,0
"4455","KANSAS",2913314,2020-02-13,"February",0,0,0,0
"4456","KANSAS",2913314,2020-02-14,"February",0,0,0,0
"4457","KANSAS",2913314,2020-02-15,"February",0,0,0,0
"4458","KANSAS",2913314,2020-02-16,"February",0,0,0,0
"4459","KANSAS",2913314,2020-02-17,"February",0,0,0,0
"4460","KANSAS",2913314,2020-02-18,"February",0,0,0,0
"4461","KANSAS",2913314,2020-02-19,"February",0,0,0,0
"4462","KANSAS",2913314,2020-02-20,"February",0,0,0,0
"4463","KANSAS",2913314,2020-02-21,"February",0,0,0,0
"4464","KANSAS",2913314,2020-02-22,"February",0,0,0,0
"4465","KANSAS",2913314,2020-02-23,"February",0,0,0,0
"4466","KANSAS",2913314,2020-02-24,"February",0,0,0,0
"4467","KANSAS",2913314,2020-02-25,"February",0,0,0,0
"4468","KANSAS",2913314,2020-02-26,"February",0,0,0,0
"4469","KANSAS",2913314,2020-02-27,"February",0,0,0,0
"4470","KANSAS",2913314,2020-02-28,"February",0,0,0,0
"4471","KANSAS",2913314,2020-02-29,"February",0,0,0,0
"4472","KANSAS",2913314,2020-03-01,"March",0,0,0,0
"4473","KANSAS",2913314,2020-03-02,"March",0,0,0,0
"4474","KANSAS",2913314,2020-03-03,"March",0,0,0,0
"4475","KANSAS",2913314,2020-03-04,"March",0,0,0,0
"4476","KANSAS",2913314,2020-03-05,"March",0,0,0,0
"4477","KANSAS",2913314,2020-03-06,"March",0,0,0,0
"4478","KANSAS",2913314,2020-03-07,"March",0,0,0,0
"4479","KANSAS",2913314,2020-03-08,"March",0,0,1,1
"4480","KANSAS",2913314,2020-03-09,"March",0,0,1,0
"4481","KANSAS",2913314,2020-03-10,"March",0,0,1,0
"4482","KANSAS",2913314,2020-03-11,"March",0,0,1,0
"4483","KANSAS",2913314,2020-03-12,"March",0,0,4,3
"4484","KANSAS",2913314,2020-03-13,"March",1,1,6,2
"4485","KANSAS",2913314,2020-03-14,"March",1,0,8,2
"4486","KANSAS",2913314,2020-03-15,"March",1,0,8,0
"4487","KANSAS",2913314,2020-03-16,"March",1,0,11,3
"4488","KANSAS",2913314,2020-03-17,"March",1,0,18,7
"4489","KANSAS",2913314,2020-03-18,"March",1,0,22,4
"4490","KANSAS",2913314,2020-03-19,"March",1,0,35,13
"4491","KANSAS",2913314,2020-03-20,"March",1,0,48,13
"4492","KANSAS",2913314,2020-03-21,"March",2,1,57,9
"4493","KANSAS",2913314,2020-03-22,"March",2,0,65,8
"4494","KANSAS",2913314,2020-03-23,"March",2,0,84,19
"4495","KANSAS",2913314,2020-03-24,"March",2,0,100,16
"4496","KANSAS",2913314,2020-03-25,"March",3,1,134,34
"4497","KANSAS",2913314,2020-03-26,"March",3,0,172,38
"4498","KANSAS",2913314,2020-03-27,"March",4,1,206,34
"4499","KANSAS",2913314,2020-03-28,"March",4,0,266,60
"4500","KANSAS",2913314,2020-03-29,"March",7,3,330,64
"4501","KANSAS",2913314,2020-03-30,"March",8,1,372,42
"4502","KANSAS",2913314,2020-03-31,"March",9,1,434,62
"4503","KANSAS",2913314,2020-04-01,"April",10,1,485,51
"4504","KANSAS",2913314,2020-04-02,"April",12,2,553,68
"4505","KANSAS",2913314,2020-04-03,"April",18,6,629,76
"4506","KANSAS",2913314,2020-04-04,"April",21,3,698,69
"4507","KANSAS",2913314,2020-04-05,"April",22,1,751,53
"4508","KANSAS",2913314,2020-04-06,"April",25,3,849,98
"4509","KANSAS",2913314,2020-04-07,"April",29,4,912,63
"4510","KANSAS",2913314,2020-04-08,"April",34,5,1046,134
"4511","KANSAS",2913314,2020-04-09,"April",42,8,1116,70
"4512","KANSAS",2913314,2020-04-10,"April",42,0,1117,1
"4513","KANSAS",2913314,2020-04-11,"April",55,13,1275,158
"4514","KANSAS",2913314,2020-04-12,"April",56,1,1344,69
"4515","KANSAS",2913314,2020-04-13,"April",62,6,1390,46
"4516","KANSAS",2913314,2020-04-14,"April",69,7,1441,51
"4517","KANSAS",2913314,2020-04-15,"April",71,2,1504,63
"4518","KANSAS",2913314,2020-04-16,"April",80,9,1615,111
"4519","KANSAS",2913314,2020-04-17,"April",82,2,1730,115
"4520","KANSAS",2913314,2020-04-18,"April",85,3,1821,91
"4521","KANSAS",2913314,2020-04-19,"April",93,8,1905,84
"4522","KANSAS",2913314,2020-04-20,"April",102,9,2048,143
"4523","KANSAS",2913314,2020-04-21,"April",109,7,2164,116
"4524","KANSAS",2913314,2020-04-22,"April",112,3,2331,167
"4525","KANSAS",2913314,2020-04-23,"April",113,1,2721,390
"4526","KANSAS",2913314,2020-04-24,"April",118,5,2959,238
"4527","KANSAS",2913314,2020-04-25,"April",120,2,3135,176
"4528","KANSAS",2913314,2020-04-26,"April",121,1,3277,142
"4529","KANSAS",2913314,2020-04-27,"April",126,5,3473,196
"4530","KANSAS",2913314,2020-04-28,"April",127,1,3652,179
"4531","KANSAS",2913314,2020-04-29,"April",134,7,3839,187
"4532","KANSAS",2913314,2020-04-30,"April",134,0,4413,574
"4533","KANSAS",2913314,2020-05-01,"May",140,6,4634,221
"4534","KANSAS",2913314,2020-05-02,"May",142,2,4885,251
"4535","KANSAS",2913314,2020-05-03,"May",144,2,5156,271
"4536","KANSAS",2913314,2020-05-04,"May",156,12,5383,227
"4537","KANSAS",2913314,2020-05-05,"May",161,5,5648,265
"4538","KANSAS",2913314,2020-05-06,"May",164,3,5993,345
"4539","KANSAS",2913314,2020-05-07,"May",165,1,6332,339
"4540","KANSAS",2913314,2020-05-08,"May",168,3,6667,335
"4541","KANSAS",2913314,2020-05-09,"May",174,6,6829,162
"4542","KANSAS",2913314,2020-05-10,"May",174,0,6951,122
"4543","KANSAS",2913314,2020-05-11,"May",180,6,7159,208
"4544","KANSAS",2913314,2020-05-12,"May",184,4,7240,81
"4545","KANSAS",2913314,2020-05-13,"May",188,4,7518,278
"4546","KANSAS",2913314,2020-05-14,"May",189,1,7705,187
"4547","KANSAS",2913314,2020-05-15,"May",193,4,7886,181
"4548","KANSAS",2913314,2020-05-16,"May",195,2,7939,53
"4549","KANSAS",2913314,2020-05-17,"May",195,0,7953,14
"4550","KANSAS",2913314,2020-05-18,"May",198,3,8303,350
"4551","KANSAS",2913314,2020-05-19,"May",199,1,8353,50
"4552","KANSAS",2913314,2020-05-20,"May",202,3,8507,154
"4553","KANSAS",2913314,2020-05-21,"May",204,2,8625,118
"4554","KANSAS",2913314,2020-05-22,"May",205,1,8909,284
"4555","KANSAS",2913314,2020-05-23,"May",205,0,8946,37
"4556","KANSAS",2913314,2020-05-24,"May",205,0,9004,58
"4557","KANSAS",2913314,2020-05-25,"May",207,2,9125,121
"4558","KANSAS",2913314,2020-05-26,"May",210,3,9199,74
"4559","KANSAS",2913314,2020-05-27,"May",213,3,9291,92
"4560","KANSAS",2913314,2020-05-28,"May",214,1,9371,80
"4561","KANSAS",2913314,2020-05-29,"May",215,1,9662,291
"4562","KANSAS",2913314,2020-05-30,"May",215,0,9690,28
"4563","KANSAS",2913314,2020-05-31,"May",215,0,9700,10
"4564","KANSAS",2913314,2020-06-01,"June",217,2,9920,220
"4565","KANSAS",2913314,2020-06-02,"June",222,5,9965,45
"4566","KANSAS",2913314,2020-06-03,"June",226,4,10092,127
"4567","KANSAS",2913314,2020-06-04,"June",227,1,10167,75
"4568","KANSAS",2913314,2020-06-05,"June",232,5,10306,139
"4569","KANSAS",2913314,2020-06-06,"June",233,1,10361,55
"4570","KANSAS",2913314,2020-06-07,"June",233,0,10406,45
"4571","KANSAS",2913314,2020-06-08,"June",236,3,10544,138
"4572","KANSAS",2913314,2020-06-09,"June",237,1,10609,65
"4573","KANSAS",2913314,2020-06-10,"June",240,3,10750,141
"4574","KANSAS",2913314,2020-06-11,"June",243,3,10823,73
"4575","KANSAS",2913314,2020-06-12,"June",243,0,10973,150
"4576","KANSAS",2913314,2020-06-13,"June",245,2,11020,47
"4577","KANSAS",2913314,2020-06-14,"June",245,0,11101,81
"4578","KANSAS",2913314,2020-06-15,"June",246,1,11319,218
"4579","KANSAS",2913314,2020-06-16,"June",246,0,11411,92
"4580","KANSAS",2913314,2020-06-17,"June",247,1,11644,233
"4581","KANSAS",2913314,2020-06-18,"June",251,4,11753,109
"4582","KANSAS",2913314,2020-06-19,"June",253,2,12021,268
"4583","KANSAS",2913314,2020-06-20,"June",256,3,12097,76
"4584","KANSAS",2913314,2020-06-21,"June",257,1,12136,39
"4585","KANSAS",2913314,2020-06-22,"June",258,1,12428,292
"4586","KANSAS",2913314,2020-06-23,"June",260,2,12537,109
"4587","KANSAS",2913314,2020-06-24,"June",260,0,12930,393
"4588","KANSAS",2913314,2020-06-25,"June",262,2,13107,177
"4589","KANSAS",2913314,2020-06-26,"June",265,3,13462,355
"4590","KANSAS",2913314,2020-06-27,"June",268,3,13617,155
"4591","KANSAS",2913314,2020-06-28,"June",269,1,13847,230
"4592","KANSAS",2913314,2020-06-29,"June",273,4,14209,362
"4593","KANSAS",2913314,2020-06-30,"June",273,0,14370,161
"4594","KANSAS",2913314,2020-07-01,"July",277,4,14830,460
"4595","KANSAS",2913314,2020-07-02,"July",280,3,15002,172
"4596","KANSAS",2913314,2020-07-03,"July",282,2,15659,657
"4597","KANSAS",2913314,2020-07-04,"July",283,1,15911,252
"4598","KANSAS",2913314,2020-07-05,"July",284,1,16081,170
"4599","KANSAS",2913314,2020-07-06,"July",285,1,16638,557
"4600","KANSAS",2913314,2020-07-07,"July",289,4,16860,222
"4601","KANSAS",2913314,2020-07-08,"July",289,0,17332,472
"4602","KANSAS",2913314,2020-07-09,"July",293,4,17785,453
"4603","KANSAS",2913314,2020-07-10,"July",293,0,18303,518
"4604","KANSAS",2913314,2020-07-11,"July",295,2,18687,384
"4605","KANSAS",2913314,2020-07-12,"July",297,2,18981,294
"4606","KANSAS",2913314,2020-07-13,"July",298,1,19645,664
"4607","KANSAS",2913314,2020-07-14,"July",299,1,19887,242
"4608","KANSAS",2913314,2020-07-15,"July",304,5,20349,462
"4609","KANSAS",2913314,2020-07-16,"July",305,1,20817,468
"4610","KANSAS",2913314,2020-07-17,"July",306,1,21388,571
"4611","KANSAS",2913314,2020-07-18,"July",308,2,21693,305
"4612","KANSAS",2913314,2020-07-19,"July",309,1,21996,303
"4613","KANSAS",2913314,2020-07-20,"July",312,3,22656,660
"4614","KANSAS",2913314,2020-07-21,"July",316,4,22929,273
"4615","KANSAS",2913314,2020-07-22,"July",321,5,23481,552
"4616","KANSAS",2913314,2020-07-23,"July",322,1,23956,475
"4617","KANSAS",2913314,2020-07-24,"July",330,8,24554,598
"4618","KANSAS",2913314,2020-07-25,"July",329,-1,25009,455
"4619","KANSAS",2913314,2020-07-26,"July",331,2,25290,281
"4620","KANSAS",2913314,2020-07-27,"July",333,2,25804,514
"4621","KANSAS",2913314,2020-07-28,"July",340,7,26058,254
"4622","KANSAS",2913314,2020-07-29,"July",349,9,26591,533
"4623","KANSAS",2913314,2020-07-30,"July",357,8,26885,294
"4624","KANSAS",2913314,2020-07-31,"July",358,1,27364,479
"4625","KANSAS",2913314,2020-08-01,"August",358,0,27592,228
"4626","KANSAS",2913314,2020-08-02,"August",361,3,27871,279
"4627","KANSAS",2913314,2020-08-03,"August",367,6,28432,561
"4628","KANSAS",2913314,2020-08-04,"August",368,1,28782,350
"4629","KANSAS",2913314,2020-08-05,"August",372,4,29256,474
"4630","KANSAS",2913314,2020-08-06,"August",378,6,29617,361
"4631","KANSAS",2913314,2020-08-07,"August",379,1,30137,520
"4632","KANSAS",2913314,2020-08-08,"August",380,1,30463,326
"4633","KANSAS",2913314,2020-08-09,"August",380,0,30662,199
"4634","KANSAS",2913314,2020-08-10,"August",386,6,31183,521
"4635","KANSAS",2913314,2020-08-11,"August",393,7,31468,285
"4636","KANSAS",2913314,2020-08-12,"August",397,4,32097,629
"4637","KANSAS",2913314,2020-08-13,"August",403,6,32484,387
"4638","KANSAS",2913314,2020-08-14,"August",404,1,33030,546
"4639","KANSAS",2913314,2020-08-15,"August",406,2,33885,855
"4640","KANSAS",2913314,2020-08-16,"August",406,0,33885,0
"4641","KANSAS",2913314,2020-08-17,"August",406,0,34614,729
"4642","KANSAS",2913314,2020-08-18,"August",411,5,34874,260
"4643","KANSAS",2913314,2020-08-19,"August",415,4,35419,545
"4644","KANSAS",2913314,2020-08-20,"August",419,4,35907,488
"4645","KANSAS",2913314,2020-08-21,"August",426,7,36895,988
"4646","KANSAS",2913314,2020-08-22,"August",426,0,37388,493
"4647","KANSAS",2913314,2020-08-23,"August",426,0,37658,270
"4648","KANSAS",2913314,2020-08-24,"August",429,3,38546,888
"4649","KANSAS",2913314,2020-08-25,"August",430,1,38861,315
"4650","KANSAS",2913314,2020-08-26,"August",442,12,39880,1019
"4651","KANSAS",2913314,2020-08-27,"August",444,2,40360,480
"4652","KANSAS",2913314,2020-08-28,"August",445,1,41050,690
"4653","KANSAS",2913314,2020-08-29,"August",449,4,41595,545
"4654","KANSAS",2913314,2020-08-30,"August",449,0,41761,166
"4655","KANSAS",2913314,2020-08-31,"August",451,2,42599,838
"4656","KANSAS",2913314,2020-09-01,"September",456,5,42962,363
"4657","KANSAS",2913314,2020-09-02,"September",461,5,43847,885
"4658","KANSAS",2913314,2020-09-03,"September",471,10,44394,547
"4659","KANSAS",2913314,2020-09-04,"September",478,7,45365,971
"4660","KANSAS",2913314,2020-09-05,"September",480,2,45656,291
"4661","KANSAS",2913314,2020-09-06,"September",481,1,45830,174
"4662","KANSAS",2913314,2020-09-07,"September",483,2,46337,507
"4663","KANSAS",2913314,2020-09-08,"September",484,1,47012,675
"4664","KANSAS",2913314,2020-09-09,"September",499,15,47424,412
"4665","KANSAS",2913314,2020-09-10,"September",503,4,47802,378
"4666","KANSAS",2913314,2020-09-11,"September",516,13,48370,568
"4667","KANSAS",2913314,2020-09-12,"September",526,10,48658,288
"4668","KANSAS",2913314,2020-09-13,"September",528,2,48766,108
"4669","KANSAS",2913314,2020-09-14,"September",542,14,49660,894
"4670","KANSAS",2913314,2020-09-15,"September",557,15,49989,329
"4671","KANSAS",2913314,2020-09-16,"September",578,21,50720,731
"4672","KANSAS",2913314,2020-09-17,"September",582,4,51164,444
"4673","KANSAS",2913314,2020-09-18,"September",594,12,52125,961
"4674","KANSAS",2913314,2020-09-19,"September",594,0,52486,361
"4675","KANSAS",2913314,2020-09-20,"September",595,1,52700,214
"4676","KANSAS",2913314,2020-09-21,"September",601,6,53627,927
"4677","KANSAS",2913314,2020-09-22,"September",614,13,54000,373
"4678","KANSAS",2913314,2020-09-23,"September",620,6,54846,846
"4679","KANSAS",2913314,2020-09-24,"September",621,1,55292,446
"4680","KANSAS",2913314,2020-09-25,"September",635,14,56425,1133
"4681","KANSAS",2913314,2020-09-26,"September",635,0,56653,228
"4682","KANSAS",2913314,2020-09-27,"September",635,0,56874,221
"4683","KANSAS",2913314,2020-09-28,"September",644,9,57963,1089
"4684","KANSAS",2913314,2020-09-29,"September",651,7,58350,387
"4685","KANSAS",2913314,2020-09-30,"September",669,18,59040,690
"4686","KANSAS",2913314,2020-10-01,"October",672,3,59514,474
"4687","KANSAS",2913314,2020-10-02,"October",688,16,60468,954
"4688","KANSAS",2913314,2020-10-03,"October",690,2,60725,257
"4689","KANSAS",2913314,2020-10-04,"October",690,0,60980,255
"4690","KANSAS",2913314,2020-10-05,"October",698,8,61831,851
"4691","KANSAS",2913314,2020-10-06,"October",701,3,62315,484
"4692","KANSAS",2913314,2020-10-07,"October",713,12,62941,626
"4693","KANSAS",2913314,2020-10-08,"October",747,34,63501,560
"4694","KANSAS",2913314,2020-10-09,"October",771,24,64714,1213
"4695","KANSAS",2913314,2020-10-10,"October",773,2,65039,325
"4696","KANSAS",2913314,2020-10-11,"October",774,1,65303,264
"4697","KANSAS",2913314,2020-10-12,"October",787,13,66399,1096
"4698","KANSAS",2913314,2020-10-13,"October",799,12,66860,461
"4699","KANSAS",2913314,2020-10-14,"October",817,18,67805,945
"4700","KANSAS",2913314,2020-10-15,"October",832,15,68510,705
"4701","KANSAS",2913314,2020-10-16,"October",857,25,69550,1040
"4702","KANSAS",2913314,2020-10-17,"October",859,2,70023,473
"4703","KANSAS",2913314,2020-10-18,"October",859,0,70268,245
"4704","KANSAS",2913314,2020-10-19,"October",870,11,71557,1289
"4705","KANSAS",2913314,2020-10-20,"October",895,25,72179,622
"4706","KANSAS",2913314,2020-10-21,"October",914,19,73485,1306
"4707","KANSAS",2913314,2020-10-22,"October",937,23,74068,583
"4708","KANSAS",2913314,2020-10-23,"October",950,13,75181,1113
"4709","KANSAS",2913314,2020-10-24,"October",956,6,75538,357
"4710","KENTUCKY",4467673,2020-01-22,"January",0,0,0,0
"4711","KENTUCKY",4467673,2020-01-23,"January",0,0,0,0
"4712","KENTUCKY",4467673,2020-01-24,"January",0,0,0,0
"4713","KENTUCKY",4467673,2020-01-25,"January",0,0,0,0
"4714","KENTUCKY",4467673,2020-01-26,"January",0,0,0,0
"4715","KENTUCKY",4467673,2020-01-27,"January",0,0,0,0
"4716","KENTUCKY",4467673,2020-01-28,"January",0,0,0,0
"4717","KENTUCKY",4467673,2020-01-29,"January",0,0,0,0
"4718","KENTUCKY",4467673,2020-01-30,"January",0,0,0,0
"4719","KENTUCKY",4467673,2020-01-31,"January",0,0,0,0
"4720","KENTUCKY",4467673,2020-02-01,"February",0,0,0,0
"4721","KENTUCKY",4467673,2020-02-02,"February",0,0,0,0
"4722","KENTUCKY",4467673,2020-02-03,"February",0,0,0,0
"4723","KENTUCKY",4467673,2020-02-04,"February",0,0,0,0
"4724","KENTUCKY",4467673,2020-02-05,"February",0,0,0,0
"4725","KENTUCKY",4467673,2020-02-06,"February",0,0,0,0
"4726","KENTUCKY",4467673,2020-02-07,"February",0,0,0,0
"4727","KENTUCKY",4467673,2020-02-08,"February",0,0,0,0
"4728","KENTUCKY",4467673,2020-02-09,"February",0,0,0,0
"4729","KENTUCKY",4467673,2020-02-10,"February",0,0,0,0
"4730","KENTUCKY",4467673,2020-02-11,"February",0,0,0,0
"4731","KENTUCKY",4467673,2020-02-12,"February",0,0,0,0
"4732","KENTUCKY",4467673,2020-02-13,"February",0,0,0,0
"4733","KENTUCKY",4467673,2020-02-14,"February",0,0,0,0
"4734","KENTUCKY",4467673,2020-02-15,"February",0,0,0,0
"4735","KENTUCKY",4467673,2020-02-16,"February",0,0,0,0
"4736","KENTUCKY",4467673,2020-02-17,"February",0,0,0,0
"4737","KENTUCKY",4467673,2020-02-18,"February",0,0,0,0
"4738","KENTUCKY",4467673,2020-02-19,"February",0,0,0,0
"4739","KENTUCKY",4467673,2020-02-20,"February",0,0,0,0
"4740","KENTUCKY",4467673,2020-02-21,"February",0,0,0,0
"4741","KENTUCKY",4467673,2020-02-22,"February",0,0,0,0
"4742","KENTUCKY",4467673,2020-02-23,"February",0,0,0,0
"4743","KENTUCKY",4467673,2020-02-24,"February",0,0,0,0
"4744","KENTUCKY",4467673,2020-02-25,"February",0,0,0,0
"4745","KENTUCKY",4467673,2020-02-26,"February",0,0,0,0
"4746","KENTUCKY",4467673,2020-02-27,"February",0,0,0,0
"4747","KENTUCKY",4467673,2020-02-28,"February",0,0,0,0
"4748","KENTUCKY",4467673,2020-02-29,"February",0,0,0,0
"4749","KENTUCKY",4467673,2020-03-01,"March",0,0,0,0
"4750","KENTUCKY",4467673,2020-03-02,"March",0,0,0,0
"4751","KENTUCKY",4467673,2020-03-03,"March",0,0,0,0
"4752","KENTUCKY",4467673,2020-03-04,"March",0,0,0,0
"4753","KENTUCKY",4467673,2020-03-05,"March",0,0,0,0
"4754","KENTUCKY",4467673,2020-03-06,"March",0,0,1,1
"4755","KENTUCKY",4467673,2020-03-07,"March",0,0,1,0
"4756","KENTUCKY",4467673,2020-03-08,"March",0,0,1,0
"4757","KENTUCKY",4467673,2020-03-09,"March",0,0,4,3
"4758","KENTUCKY",4467673,2020-03-10,"March",0,0,5,1
"4759","KENTUCKY",4467673,2020-03-11,"March",0,0,8,3
"4760","KENTUCKY",4467673,2020-03-12,"March",0,0,10,2
"4761","KENTUCKY",4467673,2020-03-13,"March",0,0,14,4
"4762","KENTUCKY",4467673,2020-03-14,"March",0,0,16,2
"4763","KENTUCKY",4467673,2020-03-15,"March",0,0,18,2
"4764","KENTUCKY",4467673,2020-03-16,"March",1,1,21,3
"4765","KENTUCKY",4467673,2020-03-17,"March",1,0,26,5
"4766","KENTUCKY",4467673,2020-03-18,"March",1,0,28,2
"4767","KENTUCKY",4467673,2020-03-19,"March",2,1,50,22
"4768","KENTUCKY",4467673,2020-03-20,"March",2,0,64,14
"4769","KENTUCKY",4467673,2020-03-21,"March",3,1,87,23
"4770","KENTUCKY",4467673,2020-03-22,"March",3,0,103,16
"4771","KENTUCKY",4467673,2020-03-23,"March",4,1,123,20
"4772","KENTUCKY",4467673,2020-03-24,"March",4,0,162,39
"4773","KENTUCKY",4467673,2020-03-25,"March",5,1,197,35
"4774","KENTUCKY",4467673,2020-03-26,"March",5,0,247,50
"4775","KENTUCKY",4467673,2020-03-27,"March",7,2,301,54
"4776","KENTUCKY",4467673,2020-03-28,"March",9,2,380,79
"4777","KENTUCKY",4467673,2020-03-29,"March",9,0,438,58
"4778","KENTUCKY",4467673,2020-03-30,"March",11,2,479,41
"4779","KENTUCKY",4467673,2020-03-31,"March",11,0,628,149
"4780","KENTUCKY",4467673,2020-04-01,"April",18,7,632,4
"4781","KENTUCKY",4467673,2020-04-02,"April",31,13,770,138
"4782","KENTUCKY",4467673,2020-04-03,"April",34,3,770,0
"4783","KENTUCKY",4467673,2020-04-04,"April",40,6,917,147
"4784","KENTUCKY",4467673,2020-04-05,"April",45,5,955,38
"4785","KENTUCKY",4467673,2020-04-06,"April",45,0,955,0
"4786","KENTUCKY",4467673,2020-04-07,"April",65,20,1149,194
"4787","KENTUCKY",4467673,2020-04-08,"April",65,0,1149,0
"4788","KENTUCKY",4467673,2020-04-09,"April",73,8,1341,192
"4789","KENTUCKY",4467673,2020-04-10,"April",90,17,1693,352
"4790","KENTUCKY",4467673,2020-04-11,"April",90,0,1693,0
"4791","KENTUCKY",4467673,2020-04-12,"April",97,7,1963,270
"4792","KENTUCKY",4467673,2020-04-13,"April",113,16,2018,55
"4793","KENTUCKY",4467673,2020-04-14,"April",106,-7,2048,30
"4794","KENTUCKY",4467673,2020-04-15,"April",115,9,2210,162
"4795","KENTUCKY",4467673,2020-04-16,"April",129,14,2435,225
"4796","KENTUCKY",4467673,2020-04-17,"April",137,8,2522,87
"4797","KENTUCKY",4467673,2020-04-18,"April",144,7,2707,185
"4798","KENTUCKY",4467673,2020-04-19,"April",146,2,2960,253
"4799","KENTUCKY",4467673,2020-04-20,"April",154,8,3050,90
"4800","KENTUCKY",4467673,2020-04-21,"April",171,17,3204,154
"4801","KENTUCKY",4467673,2020-04-22,"April",185,14,3378,174
"4802","KENTUCKY",4467673,2020-04-23,"April",191,6,3479,101
"4803","KENTUCKY",4467673,2020-04-24,"April",200,9,3779,300
"4804","KENTUCKY",4467673,2020-04-25,"April",205,5,3915,136
"4805","KENTUCKY",4467673,2020-04-26,"April",208,3,4085,170
"4806","KENTUCKY",4467673,2020-04-27,"April",213,5,4156,71
"4807","KENTUCKY",4467673,2020-04-28,"April",225,12,4375,219
"4808","KENTUCKY",4467673,2020-04-29,"April",234,9,4537,162
"4809","KENTUCKY",4467673,2020-04-30,"April",240,6,4708,171
"4810","KENTUCKY",4467673,2020-05-01,"May",246,6,4882,174
"4811","KENTUCKY",4467673,2020-05-02,"May",248,2,4879,-3
"4812","KENTUCKY",4467673,2020-05-03,"May",253,5,5130,251
"4813","KENTUCKY",4467673,2020-05-04,"May",261,8,5245,115
"4814","KENTUCKY",4467673,2020-05-05,"May",275,14,5822,577
"4815","KENTUCKY",4467673,2020-05-06,"May",283,8,5934,112
"4816","KENTUCKY",4467673,2020-05-07,"May",294,11,6129,195
"4817","KENTUCKY",4467673,2020-05-08,"May",298,4,6288,159
"4818","KENTUCKY",4467673,2020-05-09,"May",304,6,6440,152
"4819","KENTUCKY",4467673,2020-05-10,"May",304,0,6440,0
"4820","KENTUCKY",4467673,2020-05-11,"May",311,7,6677,237
"4821","KENTUCKY",4467673,2020-05-12,"May",321,10,6853,176
"4822","KENTUCKY",4467673,2020-05-13,"May",321,0,6853,0
"4823","KENTUCKY",4467673,2020-05-14,"May",328,7,7225,372
"4824","KENTUCKY",4467673,2020-05-15,"May",332,4,7444,219
"4825","KENTUCKY",4467673,2020-05-16,"May",334,2,7688,244
"4826","KENTUCKY",4467673,2020-05-17,"May",334,0,7688,0
"4827","KENTUCKY",4467673,2020-05-18,"May",346,12,7935,247
"4828","KENTUCKY",4467673,2020-05-19,"May",366,20,8069,134
"4829","KENTUCKY",4467673,2020-05-20,"May",376,10,8167,98
"4830","KENTUCKY",4467673,2020-05-21,"May",386,10,8286,119
"4831","KENTUCKY",4467673,2020-05-22,"May",391,5,8426,140
"4832","KENTUCKY",4467673,2020-05-23,"May",391,0,8571,145
"4833","KENTUCKY",4467673,2020-05-24,"May",391,0,8571,0
"4834","KENTUCKY",4467673,2020-05-25,"May",391,0,8571,0
"4835","KENTUCKY",4467673,2020-05-26,"May",394,3,8951,380
"4836","KENTUCKY",4467673,2020-05-27,"May",400,6,9077,126
"4837","KENTUCKY",4467673,2020-05-28,"May",409,9,9185,108
"4838","KENTUCKY",4467673,2020-05-29,"May",418,9,9464,279
"4839","KENTUCKY",4467673,2020-05-30,"May",431,13,9704,240
"4840","KENTUCKY",4467673,2020-05-31,"May",431,0,9704,0
"4841","KENTUCKY",4467673,2020-06-01,"June",439,8,10046,342
"4842","KENTUCKY",4467673,2020-06-02,"June",442,3,10185,139
"4843","KENTUCKY",4467673,2020-06-03,"June",450,8,10410,225
"4844","KENTUCKY",4467673,2020-06-04,"June",458,8,10705,295
"4845","KENTUCKY",4467673,2020-06-05,"June",466,8,10977,272
