"","state","date","month","recovered.cases","active.cases","incident.rate","people.tested","people.hospitalized","mortality.rate","testing.rate","hospitalization.rate"
"39","Alabama",2020-05-21,5,NA,12759,271.007518582309,170739,1528,3.98103552077062,3482.20595388508,11.4990969295605
"40","Alabama",2020-05-22,5,7951,5178,278.798372894353,177768,1561,3.9575713240673,3625.561752208,11.4191660570593
"41","Alabama",2020-05-23,5,7951,5617,287.91489613384,182676,1589,3.88892824254445,3725.65995368317,11.2559325635758
"42","Alabama",2020-05-24,5,7951,5976,295.277457407787,185799,1612,3.80577427821522,3789.35324692011,11.1341345489709
"43","Alabama",2020-05-25,5,7951,6469,305.638069948411,190315,1629,3.77685840117443,3881.45664501747,10.8701454691045
"44","Alabama",2020-05-26,5,7951,7119,319.180287914896,193759,1671,3.70607028753994,3951.69670326533,10.6773162939297
"45","Alabama",2020-05-27,5,7951,7498,326.97114222694,195794,1719,3.63647704590818,3993.20033814755,10.7223053892216
"46","Alabama",2020-05-28,5,9355,6584,337.127805701804,200481,1765,3.57531760435572,4088.79126526941,10.6775559588627
"47","Alabama",2020-05-29,5,9355,7066,347.345653896396,208883,1800,3.58170395161764,4260.14927032123,10.5689624801832
"48","Alabama",2020-05-30,5,9355,7386,354.035183253334,212201,1826,3.56011290972982,4327.8195703405,10.5190391151564
"49","Alabama",2020-05-31,5,9355,7967,366.129362852921,217553,1844,3.50935828877005,4436.97311033543,10.2718360071301
"50","Alabama",2020-06-01,6,9355,8629,379.957109511471,223523,1856,3.467525496511,4558.73070259433,9.96242619431025
"51","Alabama",2020-06-02,6,9355,8758,382.730816805811,223802,1879,3.47969732494938,4564.42088152905,10.0127890866461
"52","Alabama",2020-06-03,6,11395,6803,384.464383864774,231594,1900,3.46400721447138,4723.33799356949,10.079040899687
"53","Alabama",2020-06-04,6,11395,7024,388.971658218077,235299,1929,3.42386744966443,4798.90112243368,10.1143036912752
"54","Alabama",2020-06-05,6,11395,7316,395.396053789527,239473,1949,3.48687264661887,4884.02946248204,10.0531283850003
"55","Alabama",2020-06-06,6,11395,7959,408.775112503403,245644,1993,3.43760914034825,5009.88643096273,9.94362121438906
"56","Alabama",2020-06-07,6,11395,8413,418.09558480865,259566,2022,3.37560975609756,5293.82432031424,9.86341463414634
"57","Alabama",2020-06-08,6,11395,8812,426.763420103463,259991,2054,3.43130227001195,5302.49215560906,9.81600955794504
"58","Alabama",2020-06-09,6,11395,9298,436.899688671751,267739,2087,3.40304360003734,5460.51189176015,9.74232097843339
"59","Alabama",2020-06-10,6,13508,7737,448.463600700361,273057,2129,3.38350993678658,5568.97200493149,9.68211378416481
"60","Alabama",2020-06-11,6,13508,8582,465.921640729444,278826,2165,3.30488071788137,5686.63022096862,9.47690960822937
"61","Alabama",2020-06-12,6,13508,9433,483.563234917712,286385,2202,3.24335723323492,5840.79531977684,9.2872205820329
"62","Alabama",2020-06-13,6,13508,10320,501.735096676956,293252,2241,3.14214869314256,5980.84714323445,9.10938579732531
"63","Alabama",2020-06-14,6,13508,11334,522.415531945052,297455,2255,3.01776302947492,6066.56693557351,8.80343548701932
"64","Alabama",2020-06-15,6,13508,11990,535.814985565505,302674,2259,2.94610231425091,6173.00795299382,8.59850791717418
"65","Alabama",2020-06-16,6,13508,12619,548.867725774165,305424,2315,2.91691438763377,6229.09394607791,8.60211058263971
"66","Alabama",2020-06-17,6,15974,10548,557.025688404578,310723,2352,2.8925014645577,6337.1665560243,8.6115992970123
"67","Alabama",2020-06-18,6,15974,11422,575.25873488355,322534,2373,2.8717294192725,6578.05079759381,8.41310359497979
"68","Alabama",2020-06-19,6,15974,12206,591.493080518071,331325,2416,2.83428729053169,6757.3424213037,8.33045996827805
"69","Alabama",2020-06-20,6,15974,12737,602.649094415161,339523,2443,2.83596737622255,6924.53986541401,8.26762326982301
"70","Alabama",2020-06-21,6,15974,13208,612.275490319048,344678,2460,2.79471036940808,7029.67560881346,8.19426401518937
"71","Alabama",2020-06-22,6,15974,13639,621.106484866469,349110,2471,2.76154199776712,7120.06583475843,8.11387666644776
"72","Alabama",2020-06-23,6,15974,14259,634.220409794858,354038,2521,2.77840306138856,7220.57193436511,8.10689134000064
"73","Alabama",2020-06-24,6,18866,12307,653.94228445388,358759,2567,2.77881736526946,7316.85628831056,8.00586327345309
"74","Alabama",2020-06-25,6,18866,13444,677.233267763709,369458,2612,2.69830753478287,7535.06139376752,7.86604830452328
"75","Alabama",2020-06-26,6,18866,14410,697.159091488492,378323,2653,2.65336570810052,7715.86224056404,7.76116783196326
"76","Alabama",2020-06-27,6,18866,15298,715.51450740692,384026,2697,2.61950232306245,7832.17439276715,7.68748396659351
"77","Alabama",2020-06-28,6,18866,15656,722.81588396114,386280,2703,2.59304195705539,7878.14451218953,7.62675996726955
"78","Alabama",2020-06-29,6,18866,17380,758.180651963979,393293,2725,2.49899125756557,8021.17399200724,7.33019502353732
"79","Alabama",2020-06-30,6,18866,18229,775.924220685126,406652,2769,2.49704297542384,8293.62954895644,7.27822315678801
"80","Alabama",2020-07-01,7,18866,19124,794.626350015347,413953,2803,2.49473846311791,8442.53276186805,7.19418920999949
"81","Alabama",2020-07-02,7,22082,17044,818.060097671208,419728,2835,2.45568547281294,8560.31334734463,7.06788661464436
"82","Alabama",2020-07-03,7,22082,18777,853.832763805567,430631,2883,2.40296190134958,8782.67901374311,6.88642063776424
"83","Alabama",2020-07-04,7,22082,19773,874.166485661871,442088,2906,2.34940040128785,9016.3434583847,6.77989827819514
"84","Alabama",2020-07-05,7,22082,20864,896.417328736321,449886,2909,2.29108365754328,9175.3829398646,6.61843332650786
"85","Alabama",2020-07-06,7,22082,21789,915.282617319151,455095,2914,2.24386113463167,9281.62000821915,6.49315923169482
"86","Alabama",2020-07-07,7,22082,22670,933.780797583612,461364,2961,2.25619744457792,9409.47567754429,6.46718357540679
"87","Alabama",2020-07-08,7,22082,23822,957.785602623601,468292,3006,2.25288531152847,9550.77159030304,6.40091989267919
"88","Alabama",2020-07-09,7,25783,22323,1002.89913596978,470504,3039,2.17187944848904,9595.88512364922,6.1800951722455
"89","Alabama",2020-07-10,7,25783,23621,1030.10594134221,492216,3089,2.18579234972678,10038.699335228,6.11586283361052
"90","Alabama",2020-07-11,7,25783,25050,1059.45421190512,502020,6745,2.14449342599188,10238.6509992994,12.9843879338557
"91","Alabama",2020-07-12,7,25783,26683,1092.90185868981,511506,6745,2.09192528038517,10432.1170830797,12.5870080429955
"92","Alabama",2020-07-13,7,25783,28638,1132.83508576568,519604,6745,2.0235844810514,10597.2750365324,12.1433072283734
"93","Alabama",2020-07-14,7,25783,30308,1167.7103760107,529089,7123,2.03301021744826,10790.720725406,12.4408348615841
"94","Alabama",2020-07-15,7,29736,28120,1204.66594672646,541049,7291,2.05021416357696,11034.6438080554,12.3436097990418
"95","Alabama",2020-07-16,7,29736,30122,1245.88405291662,551109,7584,2.01348873755893,11239.8165682103,12.4148768988999
"96","Alabama",2020-07-17,7,29736,32090,1286.73505078842,563115,7584,2.00504033855859,11484.6778165621,12.0207319585995
"97","Alabama",2020-07-18,7,29736,34212,1330.44133558085,574495,7782,1.97136462580863,11716.7718533973,11.9293619891468
"98","Alabama",2020-07-19,7,29736,35988,1366.68308456646,585533,7782,1.92058020325021,11941.8908321836,11.6130187581143
"99","Alabama",2020-07-20,7,29736,37864,1405.0255089294,593788,8368,1.8739748298036,12110.2507859687,12.146724535861
"100","Alabama",2020-07-21,7,29736,39319,1434.94483687644,600381,8538,1.85195713351716,12244.7144050245,12.1350805878507
"101","Alabama",2020-07-22,7,29736,40713,1464.61942594456,609488,8538,1.89937755002576,12430.4508192124,11.8892122596187
"102","Alabama",2020-07-23,7,32510,40305,1513.54680682046,619527,8995,1.88244488761925,12635.1952863292,12.1206812914353
"103","Alabama",2020-07-24,7,32510,42057,1550.11487431129,628984,9157,1.89198079073745,12828.0699178187,12.0478915860799
"104","Alabama",2020-07-25,7,32510,44164,1593.45405078536,641611,9157,1.86356073211314,13085.5964031543,11.720209906566
"105","Alabama",2020-07-26,7,32510,45311,1617.19372203986,649686,9157,1.85764370570283,13250.2852737557,11.5481625343658
"106","Alabama",2020-07-27,7,32510,47114,1654.33284691481,657959,9694,1.83813104851137,13419.0123358592,11.9509338593355
"107","Alabama",2020-07-28,7,32510,48365,1679.84687504143,665399,9893,1.81021295194619,13570.7504407849,12.0110239661996
"108","Alabama",2020-07-29,7,32510,49734,1708.72606275309,668275,9893,1.83571650235134,13629.4061920976,11.8080255902222
"109","Alabama",2020-07-30,7,35401,48796,1749.10797777363,680108,10070,1.82481751824818,13870.7391216118,11.7417970662998
"110","Alabama",2020-07-31,7,35401,50742,1789.10238956923,689467,10521,1.80112399256751,14061.6150522568,11.9934338770904
"111","Alabama",2020-08-01,8,35401,52345,1822.26450766186,697371,10521,1.79408835017739,14222.8163938338,11.7751737568412
"112","Alabama",2020-08-02,8,35401,54416,1864.99183693864,706070,10521,1.77923100476795,14400.2316861387,11.5054022133765
"113","Alabama",2020-08-03,8,35401,55627,1889.81243824167,714051,10865,1.76233798469691,14563.003435522,11.7255371731365
"114","Alabama",2020-08-04,8,35401,56635,1911.04353598732,722301,11100,1.777976990886,14731.2614147743,11.8460651853749
"115","Alabama",2020-08-05,8,37923,55036,1930.4594870477,727460,11100,1.7907325628077,14836.4787378,11.7269212077672
"116","Alabama",2020-08-06,8,37923,56955,1969.98481599205,739784,11313,1.77447407652808,15087.825566443,11.7121500745403
"117","Alabama",2020-08-07,8,37923,58643,2004.83971133049,749416,11537,1.76498713136184,15284.2693065834,11.7364014608193
"118","Alabama",2020-08-08,8,37923,60495,2043.01897644082,749502,11537,1.7519690934683,15286.0232685489,11.5170754594551
"119","Alabama",2020-08-09,8,37923,61643,2066.6974629756,762451,11537,1.74472536364892,15550.1169138019,11.3851224662996
